link,headline,date,description
https://indianexpress.com/article/technology/mobile-tabs/apple-iphone-suspend-india-production-lockdown-6330560/,iPhone makers suspend India production due to lockdown,2020-03-25 10:24:54+05:30,"Foxconn and Wistron Corp have suspended production at their India plants, which include the assembly of some Apple Inc iPhone models, in order to comply with a nationwide lockdown ordered by Prime Minister Narendra Modi.Foxconn, also known as Hon Hai Precision Industry Co, is suspending operations until April 14, the company said in a text message to Bloomberg News. It intends to resume India production based on further government announcements. A Wistron representative said the company is also adhering to the order, while declining to comment on exactly what products are affected.READ: Flipkart suspends services as India lockdown impedes online grocery deliveriesThe surprise announcement of a 21-day lockdown was issued by Modi in a televised address to the nation on Tuesday evening. “For a few days forget what it means to go out. Today’s decision of a nationwide lockdown draws a line outside your home,” the PM said.READ: Apple may start reopening stores in first half of AprilApple has an office with thousands of employees in Hyderabad, working on Apple Maps data. They too are likely to be impacted by the government’s virus-fighting measures, which are among the strictest that any country has yet imposed against the spread of the coronavirus.Work from Home appears to be the norm for many of us. We at Indian Express tech have some articles which could help make this easier. First, how to optimise your WiFi, which is really important. Read on that here. Next, we explain how to save data on WhatsApp given we might be using a lot more of this. Then we explain how you can balance screen time while doing work from home. Also these video calling apps can be useful when relying on work from home. Don’t let it be all about work, you can rely on these fitness apps to continue that workout during the lockdown. And finally some general tips to keep in mind while working from home. 
📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/tech-news-technology/flipkart-suspends-services-india-lockdown-impedes-online-grocery-deliveries-6330543/,Flipkart suspends services as India lockdown impedes online grocery deliveries,2020-03-25 10:25:35+05:30,"Walmart Inc’s Flipkart has suspended services, a notice on the Indian e-commerce firm’s website said on Wednesday, as India began a 21-day lockdown to fight the spread of the coronavirus pandemic.Prime Minister Narendra Modi ordered the lockdown from Tuesday midnight, but a federal government advisory suggested exempting e-commerce deliveries of essentials such as food and medical equipment in addition to grocery stores and banks.Flipkart, whose services include grocery deliveries, did not say how long the suspension would last.”Our promise is that we will be back to serve you, as soon as possible,” the notice said.Amazon India’s pantry service that delivers groceries was also not available in several cities. It has not said, however that it is suspending pantry services, only that it will halt orders for non-essential products to prioritize customers’ critical needs.Work from Home appears to be the norm for many of us. We at Indian Express tech have some articles which could help make this easier. First, how to optimise your WiFi, which is really important. Read on that here. Next, we explain how to save data on WhatsApp given we might be using a lot more of this. Then we explain how you can balance screen time while doing work from home. Also these video calling apps can be useful when relying on work from home. Don’t let it be all about work, you can rely on these fitness apps to continue that workout during the lockdown. And finally some general tips to keep in mind while working from home. READ: Apple may start reopening stores in first half of AprilModi’s announcement led to long queues at grocery stores in cities such as New Delhi and Mumbai as customers began panic buying before the ban came into effect.Even before Modi’s announcement, several cities across India had begun imposing curfews though essential services were allowed. But different state orders created confusion and disrupted online deliveries, including grocery supplies.Alibaba-backed online grocer BigBasket said its services had been impacted.”We are working with the local authorities for the passes and permits that allow movement of personnel and vehicles involved,” BigBasket said in a statement.The company also said it was booked for the next seven days in almost all the cities it operated in, highlighting stockpiling by customers.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/tech-news-technology/apple-start-reopening-stores-first-half-april-6330497/,Apple may start reopening stores in first half of April,2020-03-25 10:26:07+05:30,"Apple Inc told staff that some of its retail stores may reopen in April on a staggered basis and has extended remote work abilities for many employees through at least April 5.The details were disclosed in a memo from Senior Vice President of People and Retail Deirdre O’Brien that was obtained by Bloomberg News. An Apple spokesman declined to comment on the memo.“For all of our retail stores outside of Greater China, we will reopen our stores on a staggered basis. At this time, we anticipate some stores may be able to open in the first half of April depending on the conditions in their community,” O’Brien wrote. “We will provide updates for each store as soon as specific dates are established.”Apple closed 458 of its retail stores outside of Mainland China, Hong Kong, and Taiwan earlier this month on an indefinite basis as part of an effort to mitigate the spread of coronavirus. It previously closed its 42 China stores, but those have since all reopened.ALSO READ: iPhone 12 Pro Max: What is Sensor-shift stabilization and how does it work?The memo to employees also said that remote work would be extended after Apple’s global offices outside of China were closed earlier this month.“In all our offices outside of Greater China, we are extending flexible work arrangements for all team members — outside of those whose work requires them to be onsite — through at least April 5, which will then be reevaluated weekly depending on your location,” O’Brien told staff in the memo sent this week.O’Brien said Apple is “putting the health of our teams, customers, and communities first.” Apple was one of the first retailers to shut stores in response to the virus. It is donating millions of masks to health-care professionals and matching employee donations to the cause.Work from Home appears to be the norm for many of us. We at Indian Express tech have some articles which could help make this easier. First, how to optimise your WiFi, which is really important. Read on that here. Next, we explain how to save data on WhatsApp given we might be using a lot more of this. Then we explain how you can balance screen time while doing work from home. Also these video calling apps can be useful when relying on work from home. Don’t let it be all about work, you can rely on these fitness apps to continue that workout during the lockdown. And finally some general tips to keep in mind while working from home. 
📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/techook/xiaomi-redmi-k30-pro-vs-poco-x2-6329450/,Redmi K30 Pro vs Poco X2: Which one is better?,2020-03-25 10:19:57+05:30,"Redmi K30 Pro is now official in China, and is the successor to last year’s Redmi K20 Pro. The K series under the Redmi brand offers flagship-like specifications, but at a more reasonable price, and this is a trend that has continued with the K30 phones as well. So it is not surprising the Redmi K30 Pro runs the Qualcomm Snapdragon 865 processor, which is the high-end variant for this year.While the Redmi K20 series was launched in India, the K30 series has not yet made an appearance, unless you count the Poco X2. That’s because the Poco X2 is essentially the re-branded version of the Redmi K30 in the Indian market, and it is quite an affordable phone for what it offers.There’s no word on whether Redmi K30 Pro will come to India and whether it will have a different name. But the new Redmi phone does raise some interest given what it offers. There’s also the question of how does the new Redmi K30 Pro phone compare to the previous phone.  Given the Poco X2 has the same specifications as the Redmi K30, we are comparing it to the new Redmi K30 Pro. Here’s a look at the specifications, features of the two phones.Redmi K30 Pro has been launched at Yuan 2,999 (approximately Rs 32,260) for the 6GB RAM/64GB storage variant, at Yuan 3,399 (approximately Rs 36,560) for the 8GB RAM/128GB storage variant and at Yuan 3,699 (approximately Rs 39,770) for the 8GB RAM/256GB storage variant.Express Tech is now on Telegram. Click here to join our channel (@expresstechie) and stay updated with the latest tech newsThe Poco X2 is comparatively much cheaper at Rs 15,999 for the 6GB RAM/64GB storage, Rs 16,999 for the 6GB RAM/128GB storage variant and Rs 19,999 for the 8GB RAM/256GB storage variant.The Redmi K30 Pro is being offered in Moonlight White, Sky Blue, Purple and Space Grey colour options. And the Poco X2 comes in Atlantis Blue, Matrix Purple and Phoenix Red colour options.Both the Poco X2 and the Redmi K30 Pro sport a glass back panel held together by a metal frame. Poco X2 comes with a p2i Splash-Proof coating, which makes it water repellant, however, the Redmi K30 Pro comes with a proper IP53 dust and water resistance rating.Also Read: Poco X2, Redmi K20, Realme X2: These are best phones under Rs 20,000 right nowRedmi K30 Pro comes with an in-display fingerprint scanner, while the Poco X2 features a side-mounted one just like the Samsung Galaxy S10e.  Both the devices sport a circular looking camera module trying to mimic the Huawei Mate 30 Pro’s back camera. But based on the visuals, the Redmi K30 Pro’s camera looks better.One major differentiator between the two phones is that the Poco X2 has a pill-shaped cut-out to accommodate the front cameras, while the Redmi K30 Pro sports a motorised pop-up selfie camera. One advantage is that pop-up selfie camera does not hinder any content that you are viewing and ensures the true edge-to-edge display experience.Poco X2 does not have a proper pill-shaped cut-out, rather it has two separate holes joined by pixels that have been turned off using the software. This causes the Poco X2 to have a shadow effect near the cut-out.Also Read: Realme 6 Pro vs Poco X2: Which mid-range should you buy?Redmi K30 Pro sports a 6.67-inch Super AMOLED display with HDR10+ support and has a 92.7 screen-to-body ratio. It comes with a 60Hz refresh rate panel according to various reports, however, Xiaomi is yet to comment on that. The device has a 180Hz touch sampling rate, which would make the display capable of at least 90Hz. However, Xiaomi could be holding this back due to software issues and might enable it at a later point with the help of an update.Poco X2 also comes with a 6.67-inch display. However, it uses IPS LCD technology instead of AMOLED technology. Where the Poco X2 pulls ahead is that it comes with a 120Hz refresh rate display. This would make the viewing experience better on the Poco X2, due to the smoothness of the display. It also enhances the gaming performance as there is minimal screen tearing while playing high frame rate games.Also Read: What is Realme Narzo? Is it Realme’s answer to Redmi, Poco?Redmi K30 Pro comes with Qualcomm’s flagship Snapdragon 865 processor and comes with what Xiaomi calls as the ‘largest vapour chamber liquid cooling system.’   The Poco X2, on the other hand,  uses the Qualcomm Snapdragon 730G processor. The processor is good and can handle heavy gaming quite well, making it a good phone. But given the Redmi K30 Pro’s flagship processor, it will obviously show better results.The Redmi K30 Pro comes with a quad camera setup on the back, which consists of a 64MP Sony IMX686 primary sensor paired with a 13MP ultra-wide-angle lens, an 8MP telephoto lens and a 5MP depth sensor. The camera supports taking images in HEIF and RAW formats, They also support 8K video recording. On the front, it sports a 20MP motorised pop-up selfie camera, just like its predecessor the Redmi K20 Pro.Poco X2 also comes with a 64MP quad-camera setup on the back. This consists of a 64MP primary sensor, an 8MP ultra-wide-angle sensor, a 2MP depth sensor and a 2MP macro sensor. On the front, it has a dual camera setup consisting of a 20MP primary sensor paired with a 2MP depth sensor.Also Read: Confused between Realme 6 and Redmi Note 9 Pro? Ditch them both and go for Poco X2Redmi K30 Pro is backed by a 4,700mAh battery with support for the company’s own 33W fast charging technology. The Poco X2 is backed by a 4,500mAh battery, with support for 27W fast charging.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/social/short-video-apps-tiktok-likee-vmate-make-it-to-top-ten-social-media-apps-in-feb-2020-6329783/,"Top social media apps in Feb 2020: Short video apps TikTok, Likee, VMate dominate",2020-03-24 18:39:33+05:30,"TikTok continues to rock the charts with the most number of downloads for both Android and iOS devices becoming the top social media app worldwide. According to a report by Sensor Tower, the short video platform amassed 112.8 million installs in February 2020 to stay as the most downloaded social media app.The graph for January and February stayed mostly the same for the social app with the only exception being VMate, which jumped from the earlier tenth position to the ninth spot. VMate is also a short video app like TikTok and it entered the top five “breakout social media app” category as per App Annies “State of Mobile 2020” report.VMate ranks seventh on the Google Play Store but doesn’t find a place in the top ten apps social media on App Store. Another short video app Likee acquired the fourth position on the list of top social apps for February 2020, making three such apps in the top ten social media apps.Express Tech is now on Telegram. Click here to join our channel (@expresstechnology) and stay updated with the latest tech newsTikTok registered a 96.2 per cent increase in download compared to February 2019. The app was most downloaded in India with over 46.6 million installs followed by Brazil and the US. It stayed the top downloaded app for both Google Play Store and the Apple App Store.Likee reaches 330 million downloads: What does this short video app offer?Facebook was the second most installed social media app worldwide in February with 57 million downloads— an increase of nearly 8 per cent increase from February 2019. The countries with the largest number of Facebook installs were India at 23.8 per cent, followed by Brazil at 9 per cent. As per the report, Instagram and Snapchat acquired the third and fifth positions respectively.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/techook/save-data-optimise-streaming-on-netflix-amazon-prime-hotstar-youtube-6329658/,"How to optimise streaming on Netflix, Amazon Prime Video, Hotstar and YouTube",2020-03-25 10:23:16+05:30,"If you find yourself exhausting your monthly broadband data or the daily mobile data limits these days, you are not alone. The coronavirus outbreak and subsequent lockdown means more people are working from home. Add to that schools are also closed and with children at home the end result is that a lot more data is being consumed whether for work or for entertainment purposes.Especially for those with children at home, streaming apps or services like YouTube, Hotstar, Netflix, Amazon Prime Video can all act like solid data guzzlers. Already Netflix, Amazon Prime Video have announced they will be reducing streaming quality in Europe, America.But there are settings in each of these apps to ensure that you can optimise your data consumption. We explain how to keep a track for some of the popular streaming services.The good thing about Netflix is that they give out comprehensive details on how much data is consumed based on the settings. According to the help page, watching shows or movies on the streaming service will see the consumption of around 1GB of data per hour at standard definition or 720p. For HD video, this jumps up to 3GB of data per hour. The page also notes that “downloading and streaming consume a similar amount of data.”So how can you reduce some data usage on Netflix? Well, the service has four options for data usage. There’s low which consumes 0.3 GB per hour per device, followed by medium or SD, which comes to 0.7 GB per hour per device and high which consumes around 3GB per hour. The highest is the Ultra HD or 4K which consumes 7 GB per hour per device.Must read: From Kerala, a robot to take care of coronavirus patientsKeep in mind that the data usage settings only apply to the one Netflix profile. So if there are other profiles, you will need to optimise the data consumption settings for each of them. Follow these steps to optimise your data consumption on the Netflix website.Log into Netflix.comSelect the profile for which would like to change your data usage settings for and select AccountUnder My Profile, select Playback SettingsSelect your desired data usage setting, though the default is usually at auto. Netflix says saved changes will take eight hours to reflect.For managing data consumption on mobile follow these steps:Open the Netflix app.Go to app SettingsSelect Cellular Data Usage or Mobile Data UsageIf it is on automatic, you can switch to the Save Data mode. Or switch to WiFi only.In the Settings menu, there is also an option for video quality. Check if that is at standard or higher. Higher will use more storage when you download content.  Netflix says users will not be able to change this setting if they have any pending downloads. Cancel them, and then try again or wait for them to finish.With automatic settings for mobile data usage, Netflix does around 4 hours of streaming per GB of data. The save data setting, brings down consumption per GB to around six hours of streaming on Netflix. The maximum data setting streams at the highest possible level and uses nearly one GB per 20 minutes or more. It would be best to change it if this is the level right now on your devices.Amazon Prime Video also lists out the amount of data used when streaming at different quality options. The service uses around 0.38GB data per hour with a good quality setting, for better it rises to 1.48GB per hour. The best quality setting consumes nearly 6.84 GB per hour. If you are streaming on desktop, you can change the quality from the video itself.As soon as the video starts playing, you will see a settings symbol on top of the video playerClick on that, and it will show which video quality the content is being streamed atSwitch to the Good setting to conserve dataFor optimising data on the Amazon Prime Video app, follow these stepsFirst, go to the app, followed by My Stuff, and click on the Menu symbol.Go to Stream & Download> Manage quality and WiFi.You will see the Streaming Quality option right on top. It will show four options to choose from, which are as follows:  Good, which uses around 0.18GB per hour, Best which uses 1.82GB per hour, Better which uses 0.72GB per hour and Data Saver, which uses 0.12GB per hour.Pick the option which suits you the best.There’s also an option for streaming at highest quality on WiFi and you might want to turn it off in the settings if you are looking to save data.Express Tech is now on Telegram. Click here to join our channel (@expresstechie) and stay updated with the latest tech newsAmazon Prime Video’s app also lets you control data usage when you are using Google Chromecast. In the settings, there is an option for managing Cast Data as well. Just go to the Cast Data option and check usage. If it is at the unlimited setting, you can change to the Balanced option, which is around 1.80GB data per hour or data saver at 0.72GB per hour.Don’t miss: These are best mobile games to play while at home during coronavirus pandemicAmazon’s Fire TV Stick will also let you choose the video streaming quality. Follow these steps:Go to Fire TV Menu followedSettings followed by Preferences and Data MonitoringHere you will see the option for setting video qualityChoose the quality. Good is the lowest and best from a data consumption point of viewYou can also set a Data Alert and monitor your usage from this pageUnlike Amazon and Netflix, does not list out the exact data being consumed at each setting, though the options for streaming quality range from Auto to Low, Medium and High. Here is how to optimise streaming on Hotstar:In the Hotstar app when you play a video or movie, just tap on it, and you will see the settings option appearTap on Settings, and you will see Video Quality as an option belowTap on Video quality and choose the streaming quality you would want to fixFor Downloading content, Hotstar lets you choose from High, Medium and Low. Movies or content downloaded at High resolution will usually be over 1GBOn YouTube, you can select the Settings symbol when playing a video on the desktop website, and it will show options for Autoplay, Annotations, Playback Speed, Subtitles, and Quality. In Quality, you can choose from default 480p to go lower to quality options. These are 360p, 240p and 144p. There’s also the Auto option, which streams at the best rate possible. Of course, the higher quality options are available at 720p, 1080p or 4K, but that will depend on the device.Wondering how to reduce data usage on WhatsApp? Read our tips Still you can make sure when your child is binge-watching those toy reviews on YouTube, the quality is limited to 480p or 360p in order to preserve data. Here’s how to optimise when watching on the YouTube app.On the YouTube app, click on the three dots menu at the top of each videoTap on the Quality and change the video resolution based on your data needs.Work from Home appears to be the norm for many of us. We at Indian Express tech have some articles which could help make this easier. First, how to optimise your WiFi, which is really important. Read on that here. Next, we explain how to save data on WhatsApp given we might be using a lot more of this. Then we explain how you can balance screen time while doing work from home. Also these video calling apps can be useful when relying on work from home. Don’t let it be all about work, you can rely on these fitness apps to continue that workout during the lockdown. And finally some general tips to keep in mind while working from home. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/tech-news-technology/coronavirus-outbreak-testing-the-whatsapp-chatbots-by-who-and-indian-government-6329630/,Coronavirus pandemic: We checked out the WhatsApp chatbots by WHO and Indian government,2020-03-25 15:52:28+05:30,"While the government is trying to contain the spread of the coronavirus pandemic, fake news peddlers are busy spreading misinformation regarding the COVID-19 disease. WhatsApp has partnered with the World Health Organisation and the Indian government to launch two chatbots in order to provide authentic information about the coronavirus.The MyGov Corona Help Desk chatbot for the Indian WhatsApp user has been developed by Jio Haptik Technologies Limited and powered by the Ministry of Health and Family Welfare together with the Ministry of Electronics and Information Technology.The chatbot developed by WHO provides global information regarding the COViD-19 outbreak and is simply known as the “World Health Organization”.The MyGov Corona Helpdesk can be accessed by adding +91-9013-151515 to your contacts and sending a message or by following this link: wa.me/919013151515. The WHO chatbot can be accessed by adding +41-7989-31892 to your contacts and sending a message or by following this link: bit.ly/who-covid19-whatsapp. I tried both of these chatbots and here is what I found:The MyGov chatbot introduces itself as “the Government of India’s Coronavirus (COVID-19) Helpdesk to create awareness and help you and your family stay safe” and straight up shares the emergency helpline number and email address for the Indian users.The chatbot has six options in total:1. Latest Update on Coronavirus in India
2. What is Coronavirus and what are its symptoms?
3. How does Coronavirus spread?
4. How to reduce the risk of Coronavirus?
5. Professional advice by AIIMS-Director
6. Where to get help?Users need to reply with the number written against a query to make the selection.When I pressed 1, the chatbot informed me about the confirmed cases of coronavirus in the country along with active cases, cured or discharged cases, and the number of deaths by COVID-19. However, the information with chatbot does not refresh too often. Even at 3:45 pm in the evening, it continued to show stats from 10:30 am in the morning.In the same message, the MyGov Corona Helpdesk shared the number of testing facilities in the country, along with a link to a document containing state and district wise details of COVID-19 cases. It also had links to the MyGov website and MOHFW website.The response from the chatbot also carried the latest announcement made by the government related to the coronavirus outbreak. In the morning, it shared the lockdown announcement and around 3 pm, it shared information about the Prime Minister’s address to the nation scheduled at 8 pm.For other responses, the chatbot presented useful information regarding symptoms, spread of disease, and health tips with the help of YouTube videos, graphical pamphlets, and more. It also shared links to videos by Director, AIIMS-Delhi to learn and clear doubts on coronavirus. This can be particularly useful given so many fake videos of ‘doctors’ are being shared on WhatsApp.If you press 6, the chatbot shares helpline numbers again with an option to view state-wise helpline numbers.The MyGov chatbot and WHO chatbot are not that different, but the latter is aimed at a much wider audience. It presents users with eight options and users need to send the number written before a query to get the information.The WHO chatbot gives you “latest numbers” of coronavirus patients from around the world as well as new cases reported in the last 24 hours. You can also check country numbers by tapping on the link shared by the chatbot. The chatbot also lists out COVID-19 symptoms together with advisories to “protect yourself”.It also shares “myth-busters” as well as “travel advice”. I would urge readers to see these myth-busters in particular, and share them on WhatsApp considering this is authenticated information.With WHO chatbot, users can get the latest news updates shared by the WHO with just a tap. My favourite part of this chatbot was the third option— “Your questions answered”. Once you complete all the question-answers, you will feel like an expert on the subject leaving no doubt for any confusion. These reponses cover all aspects of the coronavirus (SARS-Cov-2) and the COVID-19 disease.Express Tech is now on Telegram. Click here to join our channel (@expresstechnology) and stay updated with the latest tech newsThe WHO chatbot also gives you a shortcut to donate to the COVID-19 Fundraiser. The target amount is $10 million and you can contribute to help WHO-led effort to respond to the pandemic.The coronavirus pandemic has claimed more than 17,000 lives globally, affecting more than 3.8 lakh people. In India, there have been more than 500 positive cases of COVID-19, out of which 10 people have died.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/tech-news-technology/reliance-jio-myjio-app-coronavirus-covid19-symptoms-checker-how-to-use-6329556/,Reliance Jio’s MyJio App lets you check if you can get coronavirus or not,2020-03-24 17:48:26+05:30,"Telecom operators like Bharti Airtel, Vodafone-Idea and Reliance Jio have taken several precautionary measures to spread coronavirus pandemic awareness. A few weeks ago Jio, Vodafone and Airtel added a dedicated caller tune on all numbers to spread COVID-19 awareness message among the citizens of India. The caller tune mentions the symptoms of coronavirus and preventive measures one can take.With COVID-19 cases significantly rising in India Jio has now added a “symptoms checker” option on its MyJio application. The symptoms checker is available on the app starting today. We tried to use the checker on an iPhone first but it wasn’t available as yet. Jio spokesperson said that the option will come to iOS very soon. It is available on the Android version of MyJio app.READ: WHO health alert on WhatsApp: Here’s how to connectTo use the feature you will first need to update the MyJio app by heading over to the Google Play store. The banner stating #CoronaHaregaIndiaJeetega can be seen at the top left corner of the app. The symptoms checker asks health and travel-related questions and shows the risk rate of getting coronavirus on the basis of the answers.You will first need to click on the #CoronaHaregaIndiaJeetega banner on the MyJio app and then tap on “Check your symptoms now” option displayed on the next screen. Then click on the symptoms checker option on the next screen, there will a couple of questions that you will need to answer.ALSO READ: WhatsApp lets you can easily connect to MyGov Corona helpdeskSome of the questions are as followed: For whom are you taking this test? What is your age group? do you have any of these health conditions? Have you ever visited any of the below countries in the last 14 days? Have you or someone in your family come in close contact with a confirmed COVID-19 patient in the last 14 days? Do you have fever? Do you have cold? and many more.After answering all these questions correctly the symptoms checker shows the result for the risk of getting COVID-19. For us, it showed “Low Risk”. The app mentions that the test is based on the current understanding of the disease which is subjected to change.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
https://indianexpress.com/article/technology/tech-news-technology/from-kerala-a-robot-to-take-care-of-coronavirus-patients-6329400/,"From Kerala, a robot to take care of coronavirus patients",2020-03-25 06:48:07+05:30,"As the COVID-19 pandemic continues to spread in India and across the world, Kochi-based startup Asimov Robotics has developed a robot that can be deployed in hospitals to ease pressure on the medical staff. The three-wheeled robot can carry food, medical and clinical consumables and navigate freely in the hospitals. The robot has been developed in 15 days by a team of seven people.“It is impractical to deploy human-like robots in hospitals. This is why we are working on a cost-effective model which is very practical at this point,” Jayakrishnan T, CEO of Asimov Robotics told indianexpress.com on phone.Jayakrishnan said the robot is mainly designed to be used inside isolation wards. The robot, dubbed “KARMI-BOT”, has lower and upper trays that can be loaded with food or sterile containers. Additionally, the robot also disinfects the used items as it comes out of the quarantine zone. The robot also lets doctors or relatives interact with the patients through video calling.Jayakrishnan said the robot has autonomous navigation and can be used remotely as well. The advantage of deploying a robot in this scenario is to cut down on human to human contact. This will help both health workers and visitors.Express Tech is now on Telegram. Click here to join our channel (@expresstechnology) and stay updated with the latest tech newsThe robot is currently being tested internally and fine-tuned at the lab. “If spares are ready, we can make one robot per day with the current facility itself,” he said.Jayakrishnan said the interest in the robot is increasing, even though the product has not been out yet. The company has been talking to clients in the US and the Middle East. However, Jayakrishnan is aware that to meet the demand, the firm needs to set up a production line and expand the facility which may take some lead time. For now, though the company wants to focus on the domestic market and its home state.Jayakrishnan declined to reveal how much it costs to make the KARMI-BOT, but said it will be cheaper to produce than the existing robots. “ US clients are specifically interested in non-Chinese products, which is an advantage for us. Our ultimate aim is to load it with features and bring the cost below Chinese competitors,” he said.Asimov Robotics, which is incubated within the Kerala Startup Mission, is one of the few high-tech robotics companies from India that focuses on healthcare.“Our robots are connected and not standalone products. The robots are connected to the distributed sensor network and use AI and MI to come to a decision and based on that decision, they respond,” he explains.In China, many hospitals have deployed high-tech robots to deliver food to patients, take patients’ temperatures, deliver medication and disinfect the facility. Similarly, the Spanish government is planning to test 80,000 patients a day using robots in a bid to fight the pandemic.Earlier this month, Jayakrishnan and his team deployed two humanoid robots at the entrance of Maker Village at the Kinfra Hi-Tech Park in Kalamassery to create awareness about the coronavirus outbreak and distribute masks and sanitisers to people who work in the Integrated Startup Complex.Jayakrishnan is also working on a realistic humanoid robot similar to Sophia. The robot, called Chhaya, is able to converse, understand and synthesise expressions.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
link,headline,date,description
https://indianexpress.com/article/technology/mobile-tabs/huawei-p40-p40-pro-p40-pro-plus-launched-specifications-price-features-6333276/,"Huawei P40, P40 Pro, P40 Pro+ launched: Cameras, processor, design, and the price",2020-03-26 21:13:09+05:30,"Huawei today launched the Huawei P40 series at an online event in Paris. The lineup includes the Huawei P40, Huawei P40 Pro, and the Huawei P40 Pro+ carrying three, four, and five Leica camera sensors at the back, respectively.The Huawei P40 has been priced Euro 799 (around Rs 65,900) for the 8GB RAM + 128GB ROM model, the P40 Pro is priced at Euro 999 (around Rs 82,000) for the 8GB RAM + 256GB ROM model, and the P40 Pro+ is priced at Euro 1399 (around Rs 1,15,000) for the 8GB RAM + 512GB ROM model. The P40 and P40 Pro will be available starting April 7, 2020, and the P40 Pro+ will be available from June 2020.Huawei also launched the Watch GT 2e smartwatch for Euro 199 (around Rs 16,800) and the Watch GT2 starting at Euro 249 (around Rs 21,000).The Huawei P40 features a 6.1-inch screen with 2340×1080 pixels resolution whereas the P40 Pro and the P40 Pro+ feature a 6.58-inch display with 2640×1200 pixels resolution. All the phone displays have 90Hz refresh rate and an in-display fingerprint sensor.The Huwei P40 series is powered by the Kirin 990 5G chipset. The P40 is backed by a 3800mAh battery whereas the P40 Pro and the P40 Pro+ sport a 4200mAh battery. The Huawei P40 supports 22.5W charging whereas the other two models support 40W charging speed.The Huawei P40 series runs EMUI 10.1 software and doesn’t use include Google apps like Chrome, YouTube, and Play Store. Instead, the device runs Huawei Mobile Services apps and comes with its own Huawei App Gallery. The P40 series also comes with a new voice assistant called Celia and a video calling app MeeTime.The Huawei P40 features a triple rear-camera setup carrying a 50MP primary camera clubbed with a 16MP ultra wide lens and 8MP 3x optical lens.The Huawei P40 Pro features a quad rear-camera setup carrying a 50MP primary camera with OIS clubbed with a 40MP ultra wide cine lens, 12MP 5x optical telephoto lens with OIS, and a ToF depth sensing lens.The Huawei P40 Pro+ features a penta rear-camera setup carrying a 50MP primary OIS camera clubbed with a 40MP ultra wide cine lens, 8MP 3x optical telephoto lens with OIS, a ToF depth sensing lens, and an 8MP periscope-style lens with OIS and 10x optical zoom.The Huawei P40 series supports 16-in-1 pixel fusion technology and the P40 Pro+ supports up to 100x digital zoom. On the front, the pill-shaped punch-hole carries a 32MP selfie camera, an IR depth/gesture camera, and an ambient and proximity sensor.The Huawei P40 Pro and P40 Pro+ boast of industry’s largest ultra wide cine camera. Both the models are capable of directional audio zoom, long distance telephoto video recording, 4K resolution at 60fps, 4K HDR+ time lapse, real-time bokeh, dual OIS + AIS stable recoding, and 7680 fps ultra slow motion video recording.📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlinesFor all the latest Technology News, download Indian Express App."
